age,monthly_income,website_visits,time_spent_minutes,previous_purchases,is_student,country,device_type,purchased
22,3960.9797313934237,8,21.347311894058855,3,0,DE,Tablet,1
18,5704.166626049073,7,11.397192334815639,3,0,TR,Mobile,1
34,4808.68835729633,6,21.51138122432663,1,1,FR,Mobile,1
39,6882.15928982993,14,12.286560779646155,3,0,TR,Tablet,0
51,2545.028863846592,9,19.011113360842405,3,0,DE,Desktop,1
62,3257.0289927998138,11,18.308426557163962,0,0,TR,Tablet,0
58,2596.4388227961235,7,15.350266116420194,3,0,DE,Tablet,1
46,3883.1235921402103,9,8.168193118575818,4,1,FR,Desktop,0
21,2312.913537688748,8,9.959422380176816,5,0,DE,Tablet,1
22,1710.8741391171807,4,19.967394866123534,4,0,TR,Desktop,1
28,1000.0,14,17.30778366703395,2,0,TR,Mobile,1
38,1000.0,10,17.792905221643494,5,0,TR,Tablet,1
52,4984.587535843221,9,13.60582233078344,4,0,DE,Desktop,1
29,3316.8426254908945,15,13.121456625708076,1,1,NL,Desktop,1
43,2149.3719086571045,8,17.351567778451223,2,0,FR,Desktop,1
36,3011.3805524315967,7,13.368236417043555,3,0,TR,Tablet,1
62,3208.1455794412823,16,17.28755757967655,2,0,DE,Tablet,1
24,2553.0996847641736,16,9.130613597855774,2,0,TR,Tablet,1
64,6408.325741355908,6,15.435006453670974,4,0,DE,Desktop,1
24,6125.243354221409,10,11.395300036563658,1,0,DE,Mobile,1
43,6382.734772917909,9,16.147173801389123,3,0,DE,Tablet,1
57,4268.794581532167,9,9.548748420812085,1,1,FR,Tablet,1
22,4420.696730408755,5,21.498634338125413,3,0,TR,Mobile,1
38,3021.0789139225494,14,6.870504764926258,3,0,FR,Tablet,1
31,2729.393340656916,8,20.266286341698795,3,0,FR,Mobile,1
21,4032.5883726313073,6,13.430991447683704,6,0,FR,Tablet,0
40,4978.534037720027,10,18.114772042084315,2,1,NL,Tablet,1
59,5793.652227789096,7,17.32208273405334,5,1,TR,Mobile,1
37,3181.0162853994843,13,12.398040133278563,2,0,NL,Desktop,1
32,2120.899226844431,11,12.940655181482262,2,0,FR,Tablet,0
62,5100.977479849409,10,20.246715984438378,3,0,NL,Mobile,1
46,1272.7846727061838,11,15.806845289412532,6,1,FR,Desktop,1
25,3941.184146517091,6,13.636134828778802,8,0,NL,Mobile,1
58,4133.956938720065,13,13.004386173250287,3,0,DE,Desktop,1
36,3431.818298149123,9,13.833851262162689,2,0,DE,Mobile,1
56,1682.1323372356565,14,23.281715055107284,7,0,FR,Tablet,1
63,3451.5834864681738,9,22.522120634420382,3,0,DE,Tablet,0
45,6463.8136765024265,15,23.482026435371534,5,1,DE,Desktop,1
63,4887.582402049624,13,23.252980839104865,3,1,DE,Mobile,1
44,5742.571903044279,10,11.483593996013731,3,0,DE,Tablet,1
21,2174.197259226614,7,15.35303955305491,1,1,TR,Mobile,1
32,4383.561898415978,8,12.012754818327975,5,0,NL,Mobile,1
52,4132.510527549345,9,19.474704523175344,3,0,FR,Desktop,1
54,4161.558176954686,5,14.209751482089409,2,0,NL,Mobile,1
18,4833.76889911822,10,12.878298208164889,4,0,NL,Tablet,1
20,4220.983751434871,7,13.037363079992076,1,0,DE,Desktop,0
64,2215.8113897508647,8,11.316827449582654,4,1,DE,Desktop,1
41,4919.8810734780955,7,18.534971038965807,1,0,DE,Mobile,1
44,5261.326419595773,5,17.666498086218844,1,0,NL,Desktop,0
57,5979.218455939658,10,11.473370082911664,2,0,DE,Tablet,1
53,6045.479265876398,13,19.546875201692515,2,0,NL,Tablet,1
51,4714.649600286086,18,16.646982692714296,5,1,FR,Mobile,1
46,2285.744337854145,13,10.214000307739003,1,1,TR,Mobile,1
41,1705.9242486781054,11,9.780269957157497,4,0,FR,Mobile,1
41,3659.35959033994,5,10.402833755611425,4,0,FR,Tablet,1
59,5379.206461790519,15,19.587456807370998,6,0,DE,Tablet,0
21,5282.552602296355,9,22.404303296634783,4,0,NL,Desktop,1
20,4410.998893394769,17,1.1697742344168773,6,0,DE,Desktop,1
51,3945.161141813173,8,9.032226641319774,2,0,DE,Desktop,1
40,6855.60283629952,6,21.48809694690193,2,0,TR,Mobile,1
40,4861.047813821702,9,13.566122378914926,2,0,DE,Desktop,1
62,3869.090384660757,10,20.260635368296946,2,0,NL,Desktop,1
22,3031.838464500457,9,15.404912398143347,3,1,DE,Tablet,1
48,2487.0920234361492,6,16.564581547421362,2,0,NL,Desktop,0
58,2339.403978114783,14,20.49077466588278,6,0,FR,Mobile,1
23,2487.2598657739427,8,14.865256403420318,2,0,FR,Mobile,1
54,4421.428169888144,6,10.782722416041171,3,0,TR,Mobile,1
27,3972.8955092036867,7,17.87081091682552,2,0,FR,Desktop,0
57,3511.1278565643115,7,12.979566288641063,3,0,NL,Desktop,1
24,5104.716902652935,5,26.38773102152429,6,1,FR,Desktop,1
56,6713.7624012587385,8,14.222997862230114,3,0,TR,Mobile,1
55,2764.9795955679997,12,17.64158250048176,4,0,FR,Desktop,1
38,2988.5709351721207,10,19.622483214641107,2,1,FR,Tablet,1
37,1000.0,12,21.04738037700402,3,0,FR,Mobile,0
20,3960.503746795446,6,20.881682561258543,2,1,TR,Mobile,0
39,3808.5691473598695,5,20.877988600463222,2,0,NL,Desktop,1
64,5339.18536782159,6,14.524045993008516,1,1,FR,Desktop,0
21,3869.780914059025,9,18.974416251321806,4,1,TR,Desktop,1
45,3117.836053306748,10,5.585067162685407,4,0,DE,Desktop,1
29,4289.028613457631,10,18.24871757429947,2,1,FR,Tablet,1
55,4835.602538712479,10,18.49714005441925,1,1,NL,Desktop,1
53,1573.406411312747,7,19.213573696330023,3,0,FR,Tablet,1
64,5510.336486098072,8,19.44465049812413,2,0,TR,Tablet,1
58,5959.454180072678,9,19.512348060670217,3,0,NL,Desktop,1
22,4821.182711469889,17,13.32045452407558,4,0,FR,Tablet,1
30,2598.1674095771186,7,13.78000998332267,2,1,FR,Tablet,1
40,3510.9601922771444,7,18.50647350034483,4,0,FR,Tablet,1
47,5774.311743583347,8,6.19671355866808,6,0,NL,Desktop,0
54,2532.6687195184018,7,7.716410040674502,4,0,NL,Tablet,0
42,4942.965561647787,6,12.081481869955237,3,0,NL,Desktop,1
44,3923.8419860902613,8,12.969026922649805,5,0,DE,Mobile,1
31,4240.289874260458,10,16.501096851865192,1,0,TR,Mobile,0
64,2746.3427840127843,13,25.501391576935205,1,1,FR,Mobile,1
53,4495.996427653214,10,12.77110053455073,4,0,FR,Mobile,1
56,4388.613605671503,12,17.342849990863428,4,0,FR,Mobile,0
33,1735.9621141500775,14,6.901228698004616,3,0,DE,Desktop,1
39,3993.3341581744457,4,12.806288216359537,4,0,FR,Desktop,1
38,4920.845735619964,10,18.557437860987008,2,1,NL,Desktop,1
38,3422.0751245554093,11,13.126141489565457,3,0,FR,Tablet,1
25,1000.0,11,12.001962377922517,4,1,TR,Mobile,1
33,3827.7749126530944,12,4.66020129846566,4,1,FR,Mobile,1
48,6199.70189971798,9,11.239582467144125,3,0,NL,Desktop,1
59,3483.2957658087075,9,20.690782556009044,3,0,TR,Desktop,1
27,6142.976624285813,12,12.861256030996215,3,0,DE,Mobile,1
49,2781.463665533446,7,15.462078753841647,2,0,DE,Desktop,0
51,2258.544031409526,11,11.28820766704012,1,0,NL,Mobile,1
26,3992.346043266116,10,13.529032003812233,5,1,FR,Tablet,1
34,2766.1324483968965,11,20.995882851930148,0,1,DE,Tablet,1
28,4494.786606790834,10,12.790866793298994,6,1,NL,Tablet,1
49,3441.143718601944,6,11.351709406235651,5,1,TR,Tablet,1
27,6210.875567883714,12,21.12326043821887,6,1,DE,Mobile,1
39,3337.498793174056,4,14.855743657329727,2,0,TR,Desktop,1
34,4134.6054402278805,8,13.500674671715855,3,0,FR,Mobile,0
21,4894.503592665504,9,15.895067944691043,1,1,FR,Mobile,1
64,5434.474059187072,11,20.317905372370127,3,0,TR,Desktop,1
42,6219.464043913233,16,15.659218127335912,2,0,NL,Mobile,1
38,3647.7050985385035,13,11.537527514659374,3,0,DE,Mobile,0
54,3401.037851292874,16,15.6136867999193,3,0,DE,Tablet,1
55,1129.1249512054987,11,7.170915499775302,5,0,NL,Mobile,0
18,7062.567237122221,8,10.430660527254215,1,1,TR,Tablet,1
42,4541.446145849978,14,16.676961601695627,2,0,DE,Mobile,1
53,5127.712098658314,10,15.150173804530628,3,1,FR,Desktop,1
34,4833.593312368931,14,16.98362709587825,2,1,NL,Mobile,1
58,4074.302324313999,5,17.15203593712495,5,0,FR,Desktop,0
41,4525.528870755043,5,19.12103616846823,3,1,TR,Tablet,1
19,3160.506326223622,9,15.553049157472238,2,0,DE,Tablet,0
57,3546.8520238907595,10,20.063745448260534,3,0,NL,Tablet,1
32,2574.6912994556765,12,17.29892210448014,4,0,FR,Mobile,1
49,6335.865945585338,14,17.576762528933266,3,0,DE,Desktop,0
56,4842.22151484453,12,10.826773723480002,2,0,FR,Tablet,1
23,6964.25887038148,8,11.419525963050948,3,1,FR,Desktop,1
18,7444.574868918128,15,12.374937514557052,6,0,NL,Tablet,1
64,1893.7656405741268,7,24.51060162512386,3,0,TR,Mobile,1
40,5477.842559309556,9,21.84844103294867,3,0,FR,Mobile,1
56,1963.0544844543476,8,10.575617469614077,1,0,TR,Mobile,1
34,4266.126232696674,10,14.89899141003586,3,0,NL,Mobile,1
51,4472.094204789293,9,11.008898974487895,0,0,TR,Mobile,1
58,2069.2507763386648,10,11.149174628782674,1,0,FR,Tablet,1
46,2893.7224966883314,11,20.047011009303812,3,0,FR,Mobile,1
26,4540.527213664516,8,7.65806588143488,3,1,FR,Mobile,1
30,4264.451048560945,11,17.359092058958787,1,1,FR,Tablet,0
23,2472.4426552982227,12,14.687663563184788,2,0,DE,Mobile,1
23,2952.9533560904447,8,19.984872100457483,1,1,DE,Desktop,1
37,1762.8395672741362,11,15.9646411029287,7,1,NL,Mobile,1
20,2195.614681265295,11,22.481554469828364,2,0,FR,Tablet,1
34,3442.8693827297875,5,15.190612919873741,1,0,DE,Tablet,1
29,5481.179669046523,12,19.76770258420216,2,0,FR,Tablet,1
64,5671.34961178345,8,16.092421688420693,4,0,DE,Desktop,1
62,6750.155043070094,9,15.370036931627824,0,0,DE,Mobile,0
18,4636.3962777340685,20,21.079102613662734,1,0,NL,Mobile,1
34,4282.42460157504,15,15.401264376724999,4,0,FR,Desktop,1
20,4742.719511494957,9,15.865291260167876,1,0,FR,Desktop,1
43,4728.3340258448725,13,11.518175429017987,0,0,FR,Desktop,1
32,1575.2295992069512,10,15.189916652066742,5,0,NL,Mobile,1
53,6833.310081331159,9,1.597999025155751,2,0,FR,Desktop,1
49,1103.5915270570963,8,12.821660970523997,4,1,TR,Desktop,1
49,5723.14359456782,10,16.660422454765236,5,0,TR,Mobile,1
21,4084.580467497551,7,14.269883683809791,3,1,NL,Mobile,1
35,2365.7542117678195,12,13.912993507722733,1,0,TR,Mobile,1
36,4797.061645107863,7,17.843849112033944,4,1,FR,Desktop,1
60,3822.792092647441,9,22.838334506208593,5,0,DE,Mobile,1
52,2976.1930057887653,10,13.000500254450431,3,1,NL,Mobile,1
57,1927.7835043284663,13,19.32649158672291,4,0,TR,Desktop,1
31,1801.739306464105,12,14.903919233444865,3,0,FR,Desktop,1
50,3083.6330508262,12,17.622791581141573,5,0,FR,Tablet,1
31,3419.51782343668,13,25.046932333067563,2,0,TR,Desktop,0
51,2184.1862007417976,9,19.65260504152033,1,0,FR,Mobile,1
21,4057.7202214704425,13,21.2842374179407,3,1,NL,Desktop,1
41,2397.7956969032193,12,12.977063813994915,1,0,NL,Tablet,1
46,4540.331080263852,11,14.558116633835867,3,0,TR,Mobile,1
36,5847.068981907485,6,9.609269648678305,1,0,FR,Tablet,1
23,4434.0614742941125,10,11.964104263799491,3,0,NL,Desktop,1
50,3859.2478135293477,9,16.0127293086357,3,0,NL,Desktop,1
57,3197.654443268357,8,11.526871621205348,5,0,TR,Desktop,1
36,6169.1479278628285,12,16.165099477557575,2,0,NL,Mobile,1
18,3709.7264237114,8,12.72374718030079,3,0,FR,Desktop,1
22,7735.335665169589,7,15.731255512619898,2,0,NL,Mobile,1
44,2225.44623263181,8,18.356037142255385,6,0,NL,Mobile,1
33,4434.860923993136,8,17.965050222332774,1,1,FR,Mobile,1
23,6119.085414953134,10,17.0918313896445,2,1,TR,Mobile,0
57,2964.7955021235903,13,21.628262085315782,3,0,TR,Desktop,1
30,3645.8134750367667,13,5.721564606902621,5,0,TR,Tablet,1
52,4939.219761739651,14,14.849847909937305,2,0,NL,Desktop,1
36,4581.835369596679,5,18.888959279025652,1,1,TR,Tablet,0
29,4839.548596331464,13,4.744130999725687,5,1,FR,Tablet,0
33,5740.387711912397,12,23.640879782624534,7,0,FR,Desktop,1
60,3479.8688287712635,13,13.495851786288902,7,0,FR,Tablet,1
27,6155.5388472021095,9,11.61673213131927,3,0,FR,Mobile,1
42,1419.9775759009754,11,18.83798025178987,3,0,TR,Desktop,0
37,5616.156318378507,9,11.130877511341168,2,0,NL,Desktop,0
48,5720.808531364465,8,21.749116263138433,1,0,TR,Mobile,1
21,2838.2944359189382,8,15.10213230406205,1,0,TR,Mobile,1
61,1824.0457360346272,10,22.091151783488215,2,1,DE,Mobile,1
40,3651.748893160385,6,21.15935172175675,2,0,TR,Desktop,1
19,4605.704696243895,6,15.610486454458636,3,0,NL,Desktop,1
39,3497.3514824643676,12,11.597255156739887,3,0,TR,Tablet,0
54,4752.913281935787,9,23.691485648194472,2,0,TR,Tablet,1
25,6906.615644904654,11,7.418741551024176,6,0,FR,Tablet,0
24,1952.9320909490375,8,13.30461987701797,4,0,DE,Desktop,1
31,1068.842345221326,14,19.33784556764622,3,0,NL,Tablet,1
20,3896.053519725667,15,7.668980315623427,2,1,NL,Mobile,1
33,2979.747135538678,12,8.89371943458724,3,0,NL,Desktop,1
36,3279.527622391516,12,14.08890988261571,1,0,TR,Tablet,1
35,5900.369724236333,11,16.386501893107155,1,0,NL,Desktop,1
33,3819.0755127587913,14,5.564505195618141,4,0,DE,Tablet,1
25,3956.506868807953,9,20.66246570150031,2,0,DE,Desktop,1
50,3344.803683635839,12,14.240397857757442,4,0,TR,Mobile,1
29,3941.798247061322,9,18.537740526747335,3,0,FR,Mobile,1
28,4402.75219371304,11,11.267059139263338,4,1,FR,Desktop,1
22,8176.882298772367,12,13.08484638945754,5,0,FR,Desktop,1
44,4419.486225418151,10,16.512910463913716,2,1,FR,Mobile,1
29,5744.042753034273,11,15.786147970539501,2,1,TR,Desktop,1
34,4279.599377716978,17,18.369393570029768,0,0,TR,Mobile,0
23,1000.0,13,18.616041488202974,5,0,TR,Tablet,1
50,3149.39224942717,9,9.206853418204231,4,1,FR,Tablet,1
22,4418.366077013319,12,15.949843627348368,6,1,FR,Mobile,1
45,5085.12181567508,14,14.169969629243164,1,0,NL,Mobile,1
31,4315.3428873677885,9,16.97976656896984,2,0,FR,Mobile,1
22,5380.527099657911,13,13.401441302727507,3,0,TR,Mobile,1
50,1810.0228027312073,8,15.262355633773891,3,1,NL,Mobile,1
58,4073.1887134257786,13,24.738666085940196,1,0,FR,Desktop,1
36,5991.944552028193,5,9.09693229196089,3,0,DE,Mobile,1
39,2542.6600040860876,8,12.75188557041775,2,1,TR,Desktop,0
22,5680.88714842495,6,3.3104863986661535,1,0,NL,Tablet,1
19,5603.361188927566,9,12.309509827101895,4,0,NL,Tablet,1
47,2144.4630212170855,12,9.467799309136979,4,0,FR,Tablet,0
64,4506.817841664681,13,24.736769422779258,2,0,NL,Desktop,1
56,4238.2209875026365,6,13.366450536906935,2,0,NL,Mobile,1
21,3735.455960406321,10,12.977523118654908,0,0,DE,Mobile,1
50,1709.6661666644259,15,18.239030608335852,5,0,FR,Tablet,1
30,3605.4103957980005,13,9.64222240936069,2,0,NL,Tablet,1
37,3765.5561989879498,11,18.84383315740322,1,0,FR,Tablet,0
24,1452.5480713301736,7,18.67456165799066,2,0,TR,Tablet,1
32,2042.2725444475373,8,22.841588375356103,2,0,NL,Desktop,0
40,2609.5069098249887,12,17.737227456139987,5,0,DE,Mobile,1
31,2427.5776521272924,8,5.801557779723977,5,0,TR,Desktop,1
40,4489.405556584154,11,20.695034025266335,1,0,DE,Tablet,0
36,5367.265790297363,10,30.887535054764705,2,1,DE,Mobile,1
46,3534.1852797956644,7,14.856131795387297,1,0,NL,Tablet,1
37,5149.434351263399,9,15.00500104259044,2,0,TR,Tablet,1
46,5428.7326907269435,9,12.557505711323007,2,0,NL,Mobile,1
41,3872.060585433013,6,6.825729153513594,4,0,TR,Tablet,1
35,4612.065614794268,14,16.834922826518014,2,0,TR,Tablet,1
27,3664.9822627437575,6,12.254980151826556,0,0,DE,Mobile,0
58,2315.7553687072186,13,16.66762368096862,0,1,DE,Desktop,1
25,2879.860822682796,10,16.82041421735798,2,0,DE,Mobile,1
43,4489.222240986842,13,24.495234555965503,3,0,TR,Tablet,0
46,3818.005690572448,4,12.990273543598997,1,0,TR,Desktop,1
27,5105.759519664756,9,8.788692104516901,5,0,TR,Mobile,1
34,1169.5193893260907,15,16.421289843886697,2,0,NL,Tablet,1
19,1530.1426514529026,11,14.509895256929811,4,1,TR,Tablet,1
23,1707.6627199653217,9,24.356739538961257,4,0,FR,Desktop,1
22,4249.979771655812,3,19.16173159330141,3,0,DE,Desktop,1
45,1932.8453524914366,13,14.338251320958843,2,0,DE,Desktop,1
58,4480.193747465402,10,20.10586477733093,5,0,FR,Desktop,1
22,5129.514881596218,5,20.575786123148067,3,0,DE,Mobile,1
35,6274.374660129077,7,10.293784155022639,3,0,FR,Mobile,0
43,6108.861327460413,12,17.25280123480764,3,0,TR,Tablet,1
37,2956.870518499257,12,26.096894866239044,5,1,DE,Mobile,1
58,1495.5430104726765,3,7.568716918987926,2,1,NL,Mobile,1
44,3052.0870025348713,14,11.241048503429335,3,0,FR,Tablet,0
29,5465.253620404259,8,13.985978912409536,1,1,DE,Desktop,1
24,3415.4648967404137,11,17.58118132750301,0,1,FR,Tablet,1
20,3963.5191149419065,9,16.631377739359007,1,0,TR,Mobile,0
27,3164.2588833982295,14,16.040996648141434,5,0,DE,Tablet,1
51,6371.804147379527,14,14.005413849074028,2,0,NL,Tablet,1
42,2478.308852771186,7,16.56545451027951,3,0,TR,Desktop,1
52,4100.148309596971,12,22.077019094154124,4,0,FR,Tablet,1
33,5662.3578416498685,13,23.548823255766415,3,1,DE,Desktop,1
19,6762.324214593051,17,20.420301063150692,2,0,FR,Desktop,1
41,2957.796847692037,7,21.070307927645743,3,0,NL,Tablet,1
27,5441.208799207563,13,15.436511945920415,8,1,TR,Tablet,1
55,3051.6025097153592,5,28.084991166704704,2,0,TR,Tablet,1
39,6065.7398028680755,8,7.7970363980104125,4,0,FR,Tablet,0
43,6594.2005775939115,6,16.273255727086717,6,0,FR,Desktop,1
60,2665.6076521934256,11,18.784887997728195,0,0,DE,Tablet,1
56,4980.195263327547,13,15.371848894626824,4,0,DE,Desktop,1
44,5669.929791657683,8,20.570716754402493,1,1,DE,Tablet,1
46,3558.59891856536,4,14.21696923798635,4,0,DE,Tablet,0
64,4821.5716602897355,9,21.45310680673183,2,0,DE,Desktop,1
55,4900.025890965029,8,15.631825302643001,3,0,NL,Desktop,1
37,7014.475203684661,9,13.097209664017905,1,0,DE,Desktop,1
44,1043.4974212001334,8,12.472100771643822,1,1,TR,Desktop,1
58,3916.12974691771,13,16.449378500167626,3,0,TR,Tablet,1
37,2124.619897119484,12,12.046271776604275,6,1,TR,Tablet,1
61,4020.6971166001495,11,1.0,3,1,FR,Tablet,0
36,2825.712996126863,8,5.614293957221252,3,0,TR,Tablet,1
37,3617.624170950114,13,12.545651706713478,4,1,FR,Tablet,0
52,2688.7789919717125,12,13.288340578273212,3,0,DE,Desktop,1
64,4233.051179703516,8,21.276920384548504,1,0,DE,Desktop,1
19,5610.841255275243,9,16.76940775622181,3,0,NL,Mobile,1
47,3440.8978188516708,14,15.68200003063938,0,0,NL,Mobile,0
51,6145.9333085928165,10,11.324990564187136,2,1,NL,Mobile,0
39,5565.935212013679,7,29.293251924555275,2,0,NL,Mobile,1
20,7051.103528435249,8,15.08769078874451,1,0,NL,Desktop,1
23,4617.035518086143,9,19.71685071706549,4,0,TR,Desktop,1
32,3907.533937553082,5,15.13072264265571,2,1,DE,Mobile,0
44,1622.1442051846707,8,17.943389923623627,3,0,FR,Desktop,1
27,2827.4693176104292,10,7.892597351541603,3,1,FR,Mobile,1
26,3688.145515751139,9,16.96117571280474,4,0,TR,Desktop,1
50,3865.7394532576927,10,15.502890949813082,1,0,NL,Tablet,1
49,7523.083603369752,5,15.581918917171436,3,0,DE,Mobile,1
23,3689.5348276653435,8,20.47799069287434,3,1,NL,Desktop,1
58,1347.4700660940907,9,7.0746567610983835,3,0,NL,Tablet,0
53,4996.855535166819,9,12.651370158995125,2,0,DE,Mobile,0
19,4909.747360403986,10,4.664850067691811,4,1,FR,Mobile,0
46,3311.6054433401823,7,13.68644390130084,1,1,DE,Mobile,1
21,7191.505686628927,11,20.490902718307048,4,0,TR,Tablet,1
18,1155.0684178856122,8,19.949330502283992,6,0,TR,Mobile,1
36,5874.185649381797,12,13.903295828083643,2,0,DE,Desktop,1
43,3563.354943882957,6,16.04156602210693,6,0,NL,Desktop,1
42,2574.3733325810636,17,13.174705870501805,1,1,FR,Mobile,1
27,7600.59741690613,9,15.22522327508794,5,0,DE,Desktop,1
32,5105.045095436923,10,20.559363691230192,1,1,TR,Mobile,1
39,3552.3419752029326,9,23.571506765606596,1,0,DE,Desktop,1
38,3521.8544667006213,11,18.594910354277612,2,1,NL,Tablet,1
39,4413.128253055322,18,14.667095493047215,2,0,NL,Mobile,1
53,3307.0547261224533,9,23.764547952469293,5,0,TR,Tablet,1
51,5949.412786913206,11,17.933256295805634,3,1,DE,Tablet,1
47,4131.528089593867,9,13.665792480087145,1,0,TR,Tablet,1
42,5526.3466775455945,10,14.325076949087007,4,0,DE,Mobile,0
62,4311.889517495001,14,12.873538055088058,3,0,TR,Tablet,1
45,5304.752498761508,8,18.708022535613114,2,0,NL,Tablet,1
18,6018.264627619713,9,16.578757863099582,3,0,NL,Desktop,1
62,6521.3947483985485,4,16.08058414638972,3,0,DE,Mobile,1
21,4736.420031430406,11,12.105542706752374,3,0,DE,Tablet,0
24,2700.1793715383933,11,24.895147012270904,4,0,TR,Mobile,1
26,3741.1265987073334,16,14.314305391853988,4,0,FR,Tablet,1
53,3960.7931960830597,9,20.77039785411981,4,0,FR,Desktop,1
36,3140.18674288209,8,9.99379413132472,1,0,TR,Desktop,1
18,2889.768665494673,10,17.68781004815634,3,0,TR,Tablet,1
27,4261.750853815615,10,11.879458432607448,4,0,TR,Desktop,1
53,2525.038542838403,5,17.727567090667442,4,0,FR,Mobile,0
26,2233.8992639911103,10,10.985091705446024,4,0,TR,Desktop,1
62,1458.3462528124664,15,9.112387076881419,4,1,NL,Tablet,1
63,4720.505042253123,17,10.213382485930488,2,0,NL,Tablet,1
59,4511.871967221965,11,7.128490792013991,3,0,NL,Mobile,1
49,3512.9867451402483,11,11.393870208543357,5,1,TR,Mobile,0
49,5491.3469136529775,16,19.037275935816233,4,1,TR,Desktop,1
23,2501.7859640169218,9,11.212115733051844,4,0,NL,Tablet,1
55,4571.311160982837,7,11.777429573140234,2,0,NL,Mobile,1
34,4081.2450406532193,5,16.64579055408304,2,0,TR,Tablet,0
27,2888.979491990842,5,5.4623382587086375,4,1,TR,Tablet,0
44,3261.186355305243,10,18.396444390225724,2,0,FR,Desktop,1
52,3145.756029918336,9,14.658670021576643,3,0,NL,Desktop,1
38,4379.130953592168,16,17.144932959055467,5,0,FR,Mobile,1
42,4890.1433104833295,7,14.493581200729977,2,0,FR,Desktop,1
45,3360.409252728108,8,13.617442545873015,2,0,NL,Tablet,1
64,2931.843213823541,10,19.561967807525345,3,0,TR,Mobile,1
32,4205.833192790135,7,14.86264830799843,3,0,FR,Desktop,1
21,1522.3732487373181,11,18.059994657455555,1,0,DE,Mobile,0
46,4051.536199663407,6,20.009800196015725,3,0,TR,Tablet,1
26,6342.66322678253,8,9.036197554858255,3,1,FR,Desktop,1
44,2944.055094680529,6,11.518649730587363,3,0,DE,Desktop,1
43,3734.717259887577,9,10.850796002145199,0,1,TR,Desktop,1
36,5536.842623953668,11,13.26758896620425,4,0,DE,Mobile,1
45,5132.010011612723,11,15.828037802864733,5,0,NL,Mobile,1
34,4092.758622587276,7,10.550430011691468,2,0,FR,Desktop,1
60,3912.2072109048368,8,10.959991075428961,4,0,DE,Tablet,1
58,2146.6636369477546,7,13.234982629972281,1,0,NL,Desktop,1
59,4736.729231346699,13,19.526758080330765,1,1,FR,Mobile,1
37,1984.9374813828945,10,12.402352047016375,2,1,NL,Tablet,1
62,1000.0,9,15.472407293621307,1,0,FR,Desktop,0
57,5512.154604174902,10,13.507327383465684,3,0,DE,Mobile,0
56,4580.479447589667,6,14.444899823473502,7,1,NL,Mobile,1
40,5319.603542586796,12,11.673639513091167,2,0,TR,Tablet,1
64,2895.2355190980143,17,2.8023069909959926,3,1,FR,Desktop,0
49,4699.545949263398,6,11.786517658043389,4,0,FR,Desktop,1
64,3341.398152050681,11,16.125084913855936,3,0,NL,Desktop,1
50,3509.136020557376,12,15.326329474399493,6,1,DE,Desktop,1
63,5460.631186284352,6,18.47752593993334,4,0,NL,Desktop,1
22,3775.313060197906,7,7.627966525554436,1,0,FR,Mobile,1
60,2955.421311860776,7,16.859857695296338,2,0,FR,Mobile,1
51,1951.7223668326737,7,12.244642992071471,5,1,TR,Mobile,1
57,4541.034063790697,7,11.16020051171587,3,0,FR,Desktop,0
28,5589.214251140264,9,17.611155180017157,5,0,DE,Desktop,0
20,2825.307414924969,10,18.959193771273238,2,0,FR,Tablet,0
50,5033.468402063861,16,20.735224815390502,4,1,NL,Mobile,0
28,2585.832026899785,12,17.767646430986122,6,0,TR,Desktop,1
33,5123.953454943978,13,14.479350997385342,3,1,NL,Tablet,1
35,4049.3716969921848,6,7.649559408731043,2,0,FR,Tablet,0
47,4401.75425884477,10,21.20799821146746,2,0,FR,Tablet,0
27,2953.8844775315843,14,16.13705805883523,3,0,NL,Desktop,1
35,4536.326295230275,12,10.381214607941889,1,0,FR,Mobile,1
55,3103.469137998037,11,16.069707975690378,1,0,DE,Desktop,1
36,3379.489761797588,12,7.681066598402736,3,0,DE,Desktop,1
53,1723.5585301782344,10,21.75967247838294,1,0,NL,Mobile,1
30,2841.7717587223,8,13.014047816067508,1,0,NL,Mobile,1
63,3211.7570456132,13,9.486537574159462,5,1,NL,Tablet,0
20,4469.214268958109,9,21.448299404999364,1,0,TR,Desktop,1
27,4893.483663366812,8,8.397841705570734,4,0,DE,Mobile,1
55,3088.1023353668625,12,14.867688767781598,1,1,NL,Mobile,0
18,3753.333192656598,15,15.667075040209102,4,1,DE,Tablet,1
44,6529.577896691651,11,8.466736187929671,3,0,NL,Desktop,1
63,4196.6628446272525,13,12.98420318247744,7,0,FR,Mobile,1
25,3194.661333394147,6,5.549137911927261,8,1,FR,Desktop,0
63,1480.5268597160616,9,12.840637515352828,4,0,TR,Mobile,1
59,2719.1162299461603,17,5.6601196835772765,2,0,FR,Desktop,1
34,2660.6955728842613,12,19.45510686511499,1,0,FR,Tablet,1
26,6966.810580600568,5,11.858031731932375,3,0,TR,Tablet,1
23,2727.313716560514,5,8.959597507074875,3,0,NL,Mobile,0
60,4076.564392507369,7,16.03171708243409,4,0,FR,Mobile,1
42,4556.1363383183125,13,6.219493209654756,2,0,TR,Desktop,1
56,5659.787387528373,15,11.300863203314293,0,0,NL,Mobile,1
45,4012.036362788901,12,18.627724106219475,2,1,NL,Tablet,1
50,3234.5282385989517,7,7.979540158549194,4,0,FR,Tablet,1
